	unique_id	cof_paras
1891	1891	['Since the experience of AVH may be considered a psychotic-like experience (PLE) (Van Os et al., 2009) in addition to a marker for increased psychosis risk, the presence of AVH is of particular importance for the detection of schizophrenia-spectrum disorders.', 'This stresses the need to know the prevalence of AVH in young people from the normal population by assessing voice hearing in a large, representative sample of adolescents.', 'However, there have been few studies on the prevalence of AVH in adolescents (de Leede-Smith & Barkus, 2013) and the current estimates of AVH prevalence and outcome in children and adolescents vary.', 'In a systematic review of 19 studies, #AUTHOR_TAG, Connor, Clarke, Devlin, Harley and Cannon (2012a) reported a median prevalence of psychotic symptoms (predominantly assessed as hearing voices) to be 17% in general childhood samples (ages 9-12) and 7.5% in adolescent samples (ages 13-18).']
1892	1892	['We do not know, however, to what extent the adolescents had a psychotic interpretation of the voices that they heard, even the young people endorsing that they had been troubled by their voices may still attribute these experiences to e.g., stress and mood.', 'However, the conversion to a psychiatric disorder and need for psychiatric care is probably mediated by environmental risk factors as well as factors such as coping style, cognitive biases and negative emotional affect (#AUTHOR_TAG, Kompus, Connell et al., 2014).']
1893	1893	['In addition to age, there are other variables that may affect the frequency of reporting AVH.', 'However, this difference may be mediated by depression (Tien, 1991).', 'It is not clear exactly when this tendency emerges due to few studies focusing on auditory hallucinations in adolescence.', 'There are many relevant biological factors that may influence the differential expression of AVH between genders.', 'Also, the developmental trajectories of language networks in the brain, implicated in the neural basis of AVH (#AUTHOR_TAG, Craig, Forkel et al., 2011), differ between adolescent boys and girls (Hirnstein, Westerhausen, Korsnes & Hugdahl, 2013).', 'Childhood trauma has also been shown to increase the risk for having AVH in adult age (Daalman, Diederen, Derks, van Lutterveld, Kahn & Sommer, 2012;Janssen, Krabbendam, Bak et al., 2004) and may also explain the higher rate of AVH in females as this is more often reported by females (Daalman et al., 2012;Janssen et al., 2004;Molnar, Berkman & Buka, 2001).']
1894	1894	"['The slightly increased risk for being troubled by voices for female respondents, with no difference in the overall report of hearing voices, suggests that the voices may be experienced as more distressing by young women than their male peers.', 'Factor analyses of the LSHS have shown that while both of the items used in the present study load on an underlying ""auditory hallucinations"" factor (Lar͙i & Van Der Linden, 2005;Preti, Sisti, Rocchi et al., 2014), the item addressing being troubled by the voices has also been found to load on a factor associated with psychopathology (Aleman, Nieuwenstein, B__� ocker & De Haan, 2001;Waters, Badcock & Maybery, 2003), and has been associated with higher degree of negative emotionality (Lar͙i & Van Der Linden, 2005).', 'Females in this age group report higher levels of depression (Lundervold, Breivik, Posserud, Stormark & Hysing, 2013;Nolen-Hoeksema & Girgus, 1994;Welham, Scott, Williams et al., 2009) indicating that they expericence a higher stress level which could account for their having more stressful AVH.', 'Furthermore, childhood trauma and childhood sexual abuse is more often experienced by females (Janssen et al., 2004;Molnar et al., 2001) and is also one of the strongest risk factors for developing clinically impairing AVH and psychotic symptoms (Daalman et al., 2012;#AUTHOR_TAG & Barkus, 2013;Janssen et al., 2004).', 'The difference between genders was however small and the coding of symptoms in combination with different response style in the present study could also lead to a bias in results, as more females answered ""unsure"" to both item 1 and item 2. This could possibly also explain why we do not find a higher overall rate of AVH in females in the present study.', 'Future studies should include a more detailed tracking of individuals experiencing AVH and factors affecting their development in adolescence to elucidate the mechanisms behind pathological vs. normative development of AVH.']"
1895	1895	['In contrast to the transient AVH, persistent AVH appear to increase the risk for depressed mood and general psychopathology in longitudinal studies (#AUTHOR_TAG, Gunther, Drukker et al., 2011), and AVH in later adolescence appears to have stronger association with psychiatric disorders compared to AVH in younger age groups (Kelleher, Keeley, Corcoran et al., 2012b).']
1896	1896	['In addition to age, there are other variables that may affect the frequency of reporting AVH.', 'However, this difference may be mediated by depression (Tien, 1991).', 'It is not clear exactly when this tendency emerges due to few studies focusing on auditory hallucinations in adolescence.', 'There are many relevant biological factors that may influence the differential expression of AVH between genders.', 'Also, the developmental trajectories of language networks in the brain, implicated in the neural basis of AVH (Catani, Craig, Forkel et al., 2011), differ between adolescent boys and girls (#AUTHOR_TAG, Westerhausen, Korsnes & Hugdahl, 2013).', 'Childhood trauma has also been shown to increase the risk for having AVH in adult age (Daalman, Diederen, Derks, van Lutterveld, Kahn & Sommer, 2012;Janssen, Krabbendam, Bak et al., 2004) and may also explain the higher rate of AVH in females as this is more often reported by females (Daalman et al., 2012;Janssen et al., 2004;Molnar, Berkman & Buka, 2001).']
1897	1897	['More research is needed to understand the nature of the AVH in young people and identifying features of AVH that may be useful in predicting persistence and need for psychiatric care.', 'It is not yet clear, however, whether AVHs specifically increase the risk of schizophrenia-spectrum disorders, or whether they represent a non-specific indicator for vulnerability to psychiatric disorders (Dhossche et al., 2002;Fisher, Caspi, Poulton et al., 2013;Welham et al., 2009).', 'Findings from research on ultra-high psychosis risk groups have suggested inclusion of additional predictors of psychosis, e.g., negative symptoms, cognitive and social functioning, in addition to attenuated positive symptoms such as AVH (#AUTHOR_TAG, Borgwardt, Bechdolf et al., 2013).']
1898	1898	"['Spots which aligned with those detected on the blots were excised from the duplicate SDS-PAGE gels.', 'Gel plugs were trypsinized using the MassPrep Station (Waters, Micromass, UK) protocol.', ""Identity of spots was analysed by LC/MS/MS essentially as described previously #AUTHOR_TAG with an 'Ultimate' nanoLC system (LC Packings, UK) using a C18 PepMap 100 nanocolumn, 15 cm x 75 ��m id, 3 ��m, 100 �� (LC Packings)."", 'The MS was performed using a Q-Trap (Applied Biosystems/MDS Sciex, UK) triple quadrupole mass spectrometer fitted with a nanospray ion source.', 'The total ion current (TIC) data were submitted for database searching using the MASCOT search engine (Matrix Science, UK) using the MSDB database.']"
1899	1899	"[""This paper describes a proteomic technique to identify serum proteins susceptible to oxidative and glycation damage using a modified Ehrlich's reagent, first used to investigate pyrrole cross-links in bone collagen #AUTHOR_TAG.""]"
1900	1900	['This non-enzymic glycosylation is known as the Maillard reaction and is well known in food science.', 'Both the Maillard reaction and lipid peroxidation follow similar reaction pathways, producing carbonyl derivatives which then form advanced glycation end products (AGE) or advanced lipid peroxidation end products (ALE) by means of carbonyl-amine reactions and aldol condensations forming protein crosslinks #AUTHOR_TAG.', 'AGE and ALE increasingly accumulate during aging and in chronic diseases [6], suggesting that detecting pyrroles in proteins should be a good way to develop biomarkers for early stage disease.']
1901	1901	"['Blue Safe Stain (Invitrogen, UK) to visualise the proteins or the proteins were transferred onto PVDF membranes.', 'Following protein transfer the membranes were blocked using Western Blocker solution (Sigma-Aldrich, UK), The membranes were then incubated for 1 h with Extra Avidin peroxidase (Sigma-Aldrich, UK) 1/5000 in TTBS (0.1 % v/v Tween 20 in 100 mM Tris-HCl, 150 mM NaCl ) pH 7.4 washed with TTBS three times and then developed using the Opti-4CN Substrate Kit (Bio-Rad, UK).Two-dimensional gel electrophoresis (2DE)Human serum samples which had been reacted with ER-B were run in 2 DE.', ""Then focusing was carried out as detailed previously#AUTHOR_TAG.Following completion of the first dimension IPG strips were incubated in fresh equilibration buffer (6 M urea; 2% w/v SDS; 0.375 M Tris-HCl, pH 8.8; 20% v/v glycerol; and 130 mM DTT) for 10-15 min at room temperature before transfer to a second equilibration buffer (6 M urea; 2% w/v SDS; 0.375 M Tris-HCl, pH 8.8; 20% v/v glycerol; Figure 1: Preparation of Biotinylated Ehrlich's Reagent (ER-B)""]"
1902	1902	['Increased (carboxyalkyl) pyrrole immunoreactivity was detected in plasma from patients with renal failure and artherosclerosis compared with healthy volunteers #AUTHOR_TAG.']
1903	1903	['The initial stages of many glycation reactions are also mediated by pyrrole intermediates #AUTHOR_TAG and these may progress further to AGE products that may constitute cross-links within and between proteins.', 'In the present study, the mechanisms of pyrrole formation in the isolated components have not yet been investigated, although further examination by mass spectrometry and other techniques will be used in future to provide information on the sources of protein damage.']
1904	1904	['Both the Maillard reaction and lipid peroxidation follow similar reaction pathways, producing carbonyl derivatives which then form advanced glycation end products (AGE) or advanced lipid peroxidation end products (ALE) by means of carbonyl-amine reactions and aldol condensations forming protein crosslinks [3].', 'AGE and ALE increasingly accumulate during aging and in chronic diseases #AUTHOR_TAG, suggesting that detecting pyrroles in proteins should be a good way to develop biomarkers for early stage disease.']
1905	1905	"[""Pyrroles in proteins can be measured spectophotometrically using Ehrlich's reagent (pdimethylamino benzaldehyde) #AUTHOR_TAG."", 'This method has been used to detect pyrroles in tail tendon collagen of streptozotocin-diabetic rats [8;9] and in human plasma proteins following treatment with hydrogen peroxide [10] but these assays lack sufficient sensitivity for wide application.']"
1906	1906	['This method has been used to detect pyrroles in tail tendon collagen of streptozotocin-diabetic rats [8;9] and in human plasma proteins following treatment with hydrogen peroxide #AUTHOR_TAG but these assays lack sufficient sensitivity for wide application.', 'The application of this methodology will aid in the discovery of novel biomarkers and further the aim of developing specific assays to monitor health status.']
1907	1907	"['The predominant protein labelled by the ER-B in human serum treated with oxidising agents was human serum albumin reflecting both its abundance in serum and its relatively high lysine content of 9.5% per mole [19].', 'Recent studies by mass spectrometry have characterized a number of compounds, including pyrroles, resulting from the reaction of proteins with oxidised linoleic acid #AUTHOR_TAG.', ""Ehrlich's reagent specifically reacts with pyrroles and not with other moieties present in proteins such as carbonyls: this reagent has been used in many studies to detect pyrroles [7;21;22]."", 'This would be the case, for example, where monoalkylpyrrole derivatives of lysyl residues are formed [3], as well as for pyrrole-mediated cross-linking involving additional lysyl, cysteinyl or histidyl residues, such as histidinothreosidine, a cross-link between lysine and histidine described by Dai et al. [23].']"
1908	1908	['Albumin from human serum (essentially fatty acid free) (HSA), human ApoA1 and serum from human male AB plasma were obtained from Sigma-Aldrich (UK) and were treated with different oxidising agents to produce pyrroles.', 'Solutions of 1 mg/ml HSA, 1 mg/ml Apo A1 and a 1:1 dilution of human serum in 0.9 M NaCl, 50 mM sodium phosphate, pH 7.2 (PBS) were incubated in the presence of different concentrations of 4,5(E)-epoxy-2(E)-heptenal, (EH) as described previously for bovine serum albumin #AUTHOR_TAG.', 'HSA and human serum were oxidised in a FeSO 4 (200mg/L) and H 2 O 2 (100mg/L) mixture for 30 min at room temperature.', 'Control samples of HSA and serum were incubated under identical conditions where the oxidising reagents were replaced with PBS.', 'The protein and serum samples were passed through Hi Trap desalting columns (GE Biosciences, UK) and concentrated using Amicon Centricon concentrators (Millipore, UK).']
1909	1909	"['Lipid oxidation products generally interact with nucleophilic amino acid residues in proteins, including lysine, histidine, free cysteine and arginine.', 'The predominant protein labelled by the ER-B in human serum treated with oxidising agents was human serum albumin reflecting both its abundance in serum and its relatively high lysine content of 9.5% per mole #AUTHOR_TAG.', 'Recent studies by mass spectrometry have characterized a number of compounds, including pyrroles, resulting from the reaction of proteins with oxidised linoleic acid [20].', ""Ehrlich's reagent specifically reacts with pyrroles and not with other moieties present in proteins such as carbonyls: this reagent has been used in many studies to detect pyrroles [7;21;22]."", ""For reaction with the modified Ehrlich's reagent used in the present study, the only requirement is that either the 2 or the 5 position of the heterocyclic ring has to be available (see Fig. 7 for reaction scheme)."", 'This would be the case, for example, where monoalkylpyrrole derivatives of lysyl residues are formed [3], as well as for pyrrole-mediated cross-linking involving additional lysyl, cysteinyl or histidyl residues, such as histidinothreosidine, a cross-link between lysine and histidine described by Dai et al. [23].', 'Earlier studies with model systems indicated that pyrrole-mediated cross-linking proceeds through an initial Michael addition mechanism and not by autoxidation of monoalkylpyrrole derivatives [24;25].']"
1910	1910	['An alternative view differentiates between processing routes on the basis of word form morphology (#AUTHOR_TAG, 1999;Pinker & Ullman, 2002;Ullman, 2001;Ullman et al., 1997).', 'This view maintains that regular inflection is the predictable form, which can be applied to novel word forms and invokes a combinatory rule (e.g.', 'This view assumes that the dual model uses an associative system which depends on declarative memory.', 'It also includes a combinatorial system that depends on rules to formulate multi-morphemic word forms.', 'It maintains that the lexicon is a subdivision of memory and that irregular forms are stored in memory.']
1911	1911	['An alternative view differentiates between processing routes on the basis of word form morphology (Pinker, 1999;Pinker & Ullman, 2002;Ullman, 2001;#AUTHOR_TAG et al., 1997).', 'This view maintains that regular inflection is the predictable form, which can be applied to novel word forms and invokes a combinatory rule (e.g.', 'This view assumes that the dual model uses an associative system which depends on declarative memory.', 'It also includes a combinatorial system that depends on rules to formulate multi-morphemic word forms.', 'It maintains that the lexicon is a subdivision of memory and that irregular forms are stored in memory.']
1912	1912	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;Bybee, 1995;#AUTHOR_TAG and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;Rumelhart and McClelland, 1986;Stockall, & Marantz, 2006;Yang, 2000).', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1913	1913	['Only one study investigated regular and irregular forms in Arabic after aphasia (Mimouni et al., 1998).', 'However, the authors used a theoretical linguistic approach (prosodic nonconcatenative morphology developed by #AUTHOR_TAG (1975)) rather than models of processing to account for their data.', 'In their study on Algerian Arabic, Mimouni et al. (1998) investigated the process of word form recognition of singular and plural nouns in 24 healthy speakers and two participants with aphasia.', 'The aim was to examine the lexical representation of plurals in Algerian Arabic.']
1914	1914	['In her study of regular and irregular morpho-syntax in English, #AUTHOR_TAG (2007) concluded that models which propose differences in processing regular and irregular morpho-syntax fail to account for the whole spectrum of regular morphology.', 'She argued that models which make a binary distinction between regular and irregular forms based on past tense morphology fail to account for the presence of preserved progressive ing or plural s in the absence of regular morphology in the past tense (such as participants reported in Friedmann and Grodzinsky, 1997) suggesting that the dissociation is not a result of differential processing of regular and irregular morphology.', 'Faroqi-Shah (2007) stated that a dissociation between regular and irregular morphosyntax could be a result of phonological similarities and differences rather than morphological features.', 'She argued that English regular past tense verbs have similar phonological endings while irregulars do not.', 'Therefore, a phonological effect could be present; for example a length effect could result in dropping the ed in regular past tenses.', 'In the current dataset, Arabic data gave insight into this issue which English data fail to do.', 'The regular form of Arabic plural nouns has four different suffixes depending on gender and number (dual masculine: /-e n/; dual feminine: /-te n/; plural masculine: /n/; plural feminine: /-aet/), unlike the English past tense which has one regular ending (ed).', 'Unlike English regular suffixes, Arabic regular suffixes are phonologically distinct, yet a dissociation between regular and irregular formations was found.', 'This finding supports the claim that differential processing between regular and irregular morphologies was present and cannot be reduced to phonological similarities as proposed by Faroqi-Shah ( 2007), due to the phonological distinctiveness of suffixes in Arabic.']
1915	1915	['They were modified to suit local cultural and linguistic criteria.', 'Transcription, coding and analysis of the output was conducted in line with recommendations suggested by #AUTHOR_TAG, Best, Hickin, Howard and Osborne (2008;p. 200-202).']
1916	1916	['Only one study investigated regular and irregular forms in Arabic after aphasia (#AUTHOR_TAG et al., 1998).', 'However, the authors used a theoretical linguistic approach (prosodic nonconcatenative morphology developed by McCarthy (1975)) rather than models of processing to account for their data.', 'In their study on Algerian Arabic, Mimouni et al. (1998) investigated the process of word form recognition of singular and plural nouns in 24 healthy speakers and two participants with aphasia.']
1917	1917	['Various studies have investigated different aspects of the dual and single mechanism frameworks (English: Braber, Patterson, Ellis and Lambon Ralph, 2005;Lambon Ralph, Braber, McClelland and Patterson, 2005;Miozzo, 2003;Patterson et al., 2001;German: Penke, Janssen andKrause, 1999: Hebrew: Berent, Pinker andShimron, 1999;Italian: Walenski, Katiuscia, Cappa and Ullman, 2009;Spanish and Catalan: Rodriguez-Fornells, Munte, and Clahsen 2002).', 'Support for both theoretical frameworks has been found.', 'While findings from these studies have confirmed certain aspects of a given model, they were inconsistent with other assumptions of the same model.', '#AUTHOR_TAG et al. (2004) reported that both JM and MP showed poorer performance of irregular than regular forms in both Spanish and Catalan.', 'This finding is contradictory to the prediction of the dual mechanism and is consistent with results reported in the literature (e.g.', 'MR: Laiacona and Caramazza, 2004;Penke et al., 1999;RC: Shapiro and Caramazza, 2003).']
1918	1918	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;Bybee, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;#AUTHOR_TAG et al., 2001;Rumelhart and McClelland, 1986;Stockall, & Marantz, 2006;Yang, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1919	1919	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;Bybee, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;#AUTHOR_TAG and McClelland, 1986;Stockall, & Marantz, 2006;Yang, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1920	1920	['P1 scored higher in processing irregular morpho-syntax than regular morpho-syntax.', 'Both P2 and P3 presented a reverse pattern in which regular morpho-syntax processing was significantly higher than irregular.', 'This double dissociation suggests that processing of regular and irregular morpho-syntax of word forms may be governed by independent cognitive processes.', 'The double dissociation found in the current study appears to be an effect of (ir)regularity of morpho-syntax, not confounded by other variables, for a number of reasons.', 'First, all participants were better at retrieval of lexical stems than morpho-syntactic forms, as seen through higher scores for lexical accuracy than for morpho-syntactic accuracy.', 'Second, the stimuli in the Arabic plural naming subtest were matched for visual complexity, imageability, age of acquisition, name agreement, normative naming latency and length (phoneme number).', 'This indicates that the current results may not have been biased by any of these variables.', 'Therefore, it is reasonable to attribute their impairment to regularity of morpho-syntax of the presented stimuli, which challenges Chialant C they do not differentiate between word forms based on their morphological features but merely on their psycholinguistic characteristics i.e. frequency of occurrence.', 'The current data P U that it is the morphological system that forms the basis on which the dual mechanism operates.', 'They added that effects of psycholinguistic variables could be present within each route.', 'This view maintains that regular inflection is the predictable form which can be applied to novel word forms and invokes a combinatory rule (English past tense regular form rule: stem + -ed; e.g.', 'print-ed).', 'However, irregular inflections are stored forms that may not be predicted by the form of the stem and may not be applied to novel word forms (e.g.', 'meet \uf0e0 met).', 'The fact that our stimuli were matched for psycholinguistic variables, yet dissociation in retrieval of morpho-syntax was evident in all three participants, suggests that this dissociation could not be attributed to psycholinguistic characteristics of the word forms in question, which is in agreement with Pinker and Ul C C (1995).', 'Pinker and Ullman (2002) proposed that agrammatic participants have difficulties in managing rule based processes while non-agrammatic participants do not.', 'Since regular forms rely on rule based processes it should be the case that agrammatic participants have difficulties in regular forms rather than irregular ones, while non-agrammatic participants should be better in processing regular forms.', 'Consistent with this, P3 did not have agrammatic production and he was better in regular than irregular forms.', 'In addition, P1 had agrammatism in production and in turn she had poorer performance on regular forms.', 'Inconsistent with this, P2 had agrammatism in production, yet she was better in production of regular than irregular forms.', 'Both P1 and P2 had agrammatic production but showed different patterns of performance.', 'This discrepancy supports previous studies which point to the fact that linking agrammatism to effects of regularity in the dual mechanism account needs to be revised (De Diego Balaguer et al., 2004;Laiacona and Caramazza, 2004;#AUTHOR_TAG and Caramazza, 2003).', 'These studies have reported participants who showed differential processing between regular and irregular forms but did not show the expected pattern of agrammatism.', 'Participants JM and MP (De Diego Balaguer et al., 2004), RC (Shapiro and Caramazza, 2003) and MR (Laiacona and Caramazza, 2004) had agrammatic aphasia but poorer performance on irregular forms than D B component of agrammatic production is a deficit in morpho-syntactic processing, (p.', '212).']
1921	1921	"['Most roots in Arabic are made up of three consonants which are referred to as triliteral roots or consonantal roots (#AUTHOR_TAG, 2002;Prunet, 2006).', 'Roots are combined with vowels that embed themselves between root consonants to form a lexical item.', ""For example, the word form /k t b / meaning 'he wrote' is derived from the consonantal root /ktb/ which is the triliteral root for word forms derived from these three consonants."", ""For the sake of describing this process, the singular noun /r l/ 'man' will be used as an example through the three stages of broken pluralisation process.""]"
1922	1922	"['Most roots in Arabic are made up of three consonants which are referred to as triliteral roots or consonantal roots (Zabbal, 2002;#AUTHOR_TAG, 2006).', 'Roots are combined with vowels that embed themselves between root consonants to form a lexical item.', ""For example, the word form /k t b / meaning 'he wrote' is derived from the consonantal root /ktb/ which is the triliteral root for word forms derived from these three consonants."", 'Previous literature (Soudi et al., 2002;Zabbal, 2002;Prunet, 2006) has stated that broken plurals are formed in a three stage process.', ""For the sake of describing this process, the singular noun /r l/ 'man' will be used as an example through the three stages of broken pluralisation process.""]"
1923	1923	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;#AUTHOR_TAG et al., 2005;Bybee, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;Rumelhart and McClelland, 1986;Stockall, & Marantz, 2006;Yang, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1924	1924	['The findings from the current study are consistent with studies from English (e.g.', 'Miozzo, 2003;Newman, Ullman, Pancheva, Waligura and Neville, 2007;#AUTHOR_TAG, Stamatakis and Marslen-Wilson, 2005;Ullman et al., 1997), which reported a double dissociation in the processing of English regular and irregular past tense in participants with aphasia.', 'These studies interpreted their results within the dual mechanism approach.', 'The authors interpreted this effect as evidence on the storage nature of irregular forms.', 'Both findings were compatible with the main principles of the dual mechanism account (Pinker and Ullman, 2002).', 'However, Penke et al. (1999) failed to account for the fact that irregular formations being affected after agrammatism violates the dual route assumption that agrammatic participants retain irregular formations (Pinker and Ullman, 2002).', 'Penke et al. (1999) did not offer an interpretation for this inconsistency.']
1925	1925	"['This process is dependent on two morphological phenomena: the vocalic patterns of broken plurals and the consonantal roots.', 'Most roots in Arabic are made up of three consonants which are referred to as triliteral roots or consonantal roots (Zabbal, 2002;Prunet, 2006).', 'Roots are combined with vowels that embed themselves between root consonants to form a lexical item.', 'Previous literature (#AUTHOR_TAG et al., 2002;Zabbal, 2002;Prunet, 2006) has stated that broken plurals are formed in a three stage process.', ""For the sake of describing this process, the singular noun /r l/ 'man' will be used as an example through the three stages of broken pluralisation process.""]"
1926	1926	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;Bybee, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;Rumelhart and McClelland, 1986;Stockall, & Marantz, 2006;#AUTHOR_TAG, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1927	1927	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;#AUTHOR_TAG, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;Rumelhart and McClelland, 1986;Stockall, & Marantz, 2006;Yang, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
1928	1928	['Studies have examined the production of these two verb aspects in braindamaged participants (#AUTHOR_TAG and Clahsen, 2002;Walenski, Katiuscia, Cappa and Ullman, 2009).', 'All the participants showed impaired irregular production, while the production of regular forms was spared.', 'These findings replicate findings from studies in English (Miozzo, 2003;Pinker and Ullman, 2002;Ullman et al., 1997).', 'Walenski et al. (2009) interpreted their findings within the dual mechanism account.']
1929	1929	['The single mechanism account maintains that one mechanism governs production of both regular and irregular forms (Bird et al., 2003;Braber et al., 2005;Bybee, 1995;Joanisse and Seidenberg, 1999;Juola and Plunkett, 2000;Lambon Ralph et al., 2005;Marchman, 1993;Patterson et al., 2001;Rumelhart and McClelland, 1986;#AUTHOR_TAG, & Marantz, 2006;Yang, 2000).', 'While there are a number of different views within this family of models, our focus will be on Joanisse and Seidenberg (1999) who proposed a connectionist account based on computerized simulations of regular and irregular processing.', 'This view is based on the Parallel Distributed Processing (PDP) model (Rumelhart and McClelland, 1986).', 'The connectionist perspective maintains that both forms are computed by a single mechanism, which is not rule-based as this is not necessary for formulation of regular forms.', 'According to Joanisse and Seidenberg (1999), an impairment in production of regular forms results from a phonological deficit but a deficit in irregular forms results from a semantic deficit.', 'They assume that semantic knowledge has an impact on irregular word forms.', 'They stipulate that the semantic system retrieves specific idiosyncratic forms of verbs.', 'It applies analogies to word forms which undergo similar phonological processes (such as adding the English past tense verb suffix -ed).']
